buffer_id,level,capacity,t_s
B08,1,2,8671
B07,0,1,8671
B08,0,2,8673
B07,1,1,8678
B06,0,2,8678
B17,1,3,8683
B02,1,2,8685
B01,0,1,8685
B15,1,1,8695
B14,0,3,8695
B11,2,2,8696
B10,0,2,8696
B10,1,2,8700
B09,0,3,8700
B16,1,2,8701
B15,0,1,8701
B16,0,2,8704
B04,2,3,8708
B03,1,3,8708
B05,1,3,8711
B04,1,3,8711
B03,2,3,8715
B02,0,2,8715
B01,1,1,8716
B09,1,3,8718
B13,1,3,8719
B12,1,2,8719
B12,2,2,8719
B11,1,2,8719
B06,1,2,8726
B05,0,3,8726
B14,1,3,8734
B13,0,3,8734
B08,1,2,8738
B07,0,1,8738
B07,1,1,8738
B06,0,2,8738
B08,0,2,8741
B15,1,1,8745
B14,0,3,8745
B10,2,2,8747
B09,0,3,8747
B11,2,2,8749
B10,1,2,8749
B02,1,2,8749
B01,0,1,8749
B17,2,3,8755
B16,1,2,8761
B15,0,1,8761
B16,0,2,8764
B13,1,3,8767
B12,1,2,8767
B04,2,3,8768
B03,1,3,8768
B03,2,3,8773
B02,0,2,8773
B01,1,1,8774
B05,1,3,8776
B04,1,3,8776
B06,1,2,8780
B05,0,3,8780
B12,2,2,8781
B11,1,2,8781
B19,2,3,8784
B19,3,3,8784
B18,1,2,8784
B18,2,2,8784
B17,1,3,8784
B09,1,3,8789
B14,1,3,8794
B13,0,3,8794
B11,2,2,8795
B10,0,2,8795
B15,1,1,8803
B14,0,3,8803
B10,1,2,8803
B09,0,3,8803
B16,1,2,8807
B15,0,1,8808
B02,1,2,8808
B01,0,1,8808
B08,1,2,8810
B07,0,1,8810
B07,1,1,8810
B06,0,2,8810
B08,0,2,8813
B13,1,3,8817
B12,1,2,8817
B17,2,3,8820
B16,0,2,8820
B04,2,3,8826
B03,1,3,8826
B01,1,1,8828
B03,2,3,8832
B02,0,2,8832
B06,1,2,8834
B12,2,2,8851
B11,1,2,8851
B14,1,3,8852
B13,0,3,8852
B16,1,2,8857
B11,2,2,8857
B10,0,2,8857
B15,1,1,8866
B14,0,3,8866
B13,1,3,8867
B12,1,2,8867
B10,1,2,8867
B09,1,3,8868
B17,3,3,8869
B16,0,2,8869
B15,0,1,8871
B08,1,2,8871
B07,0,1,8871
B07,1,1,8871
B06,0,2,8871
B02,1,2,8872
B01,0,1,8872
B08,0,2,8874
B09,0,3,8875
B19,2,3,8884
B19,3,3,8884
B18,1,2,8884
B18,2,2,8884
B17,2,3,8884
B01,1,1,8886
B04,3,3,8889
B03,1,3,8889
B03,2,3,8889
B02,0,2,8889
B12,2,2,8907
B11,1,2,8907
B11,2,2,8907
B10,0,2,8907
B16,1,2,8919
B09,1,3,8920
B02,1,2,8921
B01,0,1,8921
B14,1,3,8922
B13,0,3,8922
B15,1,1,8926
B14,0,3,8926
B10,1,2,8926
B09,0,3,8926
B08,1,2,8927
B07,0,1,8927
B07,1,1,8927
B08,0,2,8929
B15,0,1,8931
B13,1,3,8934
B12,1,2,8934
B03,3,3,8942
B02,0,2,8942
B01,1,1,8945
B17,3,3,8950
B16,0,2,8950
B12,2,2,8961
B11,1,2,8961
B11,2,2,8961
B10,0,2,8961
B19,2,3,8971
B19,3,3,8971
B18,1,2,8971
B18,2,2,8971
B17,2,3,8971
B02,1,2,8974
B01,0,1,8974
B14,1,3,8978
B13,0,3,8978
B15,1,1,8980
B14,0,3,8980
B09,1,3,8982
B16,1,2,8984
B15,0,1,8984
B10,1,2,8988
B09,0,3,8988
B13,1,3,8989
B12,1,2,8989
B08,1,2,8991
B07,0,1,8991
B08,0,2,8993
B17,3,3,8998
B16,0,2,8998
B01,1,1,9004
B12,2,2,9016
B11,1,2,9016
B11,2,2,9019
B10,0,2,9019
B02,2,2,9029
B01,0,1,9029
B13,2,3,9032
B12,1,2,9032
B14,1,3,9037
B13,1,3,9037
B16,1,2,9038
B15,1,1,9040
B14,0,3,9040
B15,0,1,9045
B10,1,2,9045
B08,1,2,9048
B09,1,3,9049
B08,0,2,9051
B09,0,3,9053
B01,1,1,9055
B19,2,3,9069
B19,3,3,9069
B18,1,2,9069
B18,2,2,9069
B17,2,3,9069
B17,3,3,9069
B16,0,2,9069
B12,2,2,9074
B11,1,2,9074
B11,2,2,9074
B10,0,2,9074
B13,2,3,9088
B12,1,2,9088
B16,1,2,9091
B15,1,1,9100
B10,1,2,9100
B09,1,3,9102
B15,0,1,9106
B09,0,3,9107
B14,1,3,9109
B13,1,3,9109
B14,0,3,9111
B12,2,2,9133
B11,1,2,9133
B11,2,2,9133
B10,0,2,9133
B05,1,3,9135
B04,2,3,9135
B04,3,3,9135
B03,2,3,9135
B03,3,3,9135
B02,1,2,9135
B02,2,2,9135
B01,0,1,9135
B01,1,1,9135
B05,0,3,9141
B13,2,3,9148
B12,1,2,9148
B16,2,2,9160
B10,1,2,9164
B19,2,3,9171
B19,3,3,9171
B18,1,2,9171
B18,2,2,9171
B17,2,3,9171
B17,3,3,9171
B16,1,2,9171
B14,1,3,9174
B13,1,3,9174
B15,1,1,9179
B14,0,3,9179
B15,0,1,9185
B05,1,3,9187
B04,2,3,9187
B06,1,2,9190
B05,0,3,9190
B06,0,2,9195
B04,3,3,9197
B03,2,3,9197
B03,3,3,9198
B02,1,2,9198
B02,2,2,9198
B01,0,1,9198
B01,1,1,9198
B13,2,3,9202
B12,0,2,9202
B12,1,2,9227
B11,1,2,9227
B11,2,2,9227
B10,0,2,9227
B16,2,2,9232
B15,1,1,9237
B05,1,3,9237
B04,2,3,9237
B14,1,3,9239
B13,1,3,9239
B06,1,2,9240
B15,0,1,9241
B14,0,3,9242
B05,0,3,9242
B19,2,3,9245
B19,3,3,9245
B18,1,2,9245
B18,2,2,9245
B17,2,3,9245
B17,3,3,9245
B16,1,2,9245
B07,1,1,9245
B06,0,2,9246
B07,0,1,9250
B04,3,3,9252
B03,2,3,9252
B03,3,3,9253
B02,1,2,9253
B02,2,2,9253
B01,0,1,9253
B01,1,1,9255
B13,2,3,9262
B12,0,2,9262
B12,1,2,9285
B11,1,2,9285
B11,2,2,9285
B16,2,2,9294
B05,1,3,9294
B04,2,3,9294
B06,1,2,9295
B14,1,3,9296
B13,1,3,9296
B07,1,1,9298
B05,0,3,9299
B15,1,1,9300
B14,0,3,9300
B06,0,2,9301
B15,0,1,9305
B04,3,3,9309
B03,2,3,9309
B03,3,3,9309
B02,1,2,9309
B02,2,2,9317
B01,0,1,9317
B01,1,1,9317
B08,1,2,9319
B07,0,1,9319
B08,0,2,9322
B13,2,3,9326
B12,0,2,9326
B19,2,3,9332
B19,3,3,9332
B18,1,2,9332
B18,2,2,9332
B17,2,3,9332
B17,3,3,9332
B16,1,2,9332
B12,1,2,9343
B11,1,2,9343
B06,1,2,9354
B05,1,3,9355
B04,2,3,9355
B14,1,3,9356
B13,1,3,9356
B16,2,2,9358
B04,3,3,9359
B03,2,3,9359
B03,3,3,9360
B02,1,2,9360
B05,0,3,9361
B15,1,1,9363
B14,0,3,9363
B15,0,1,9368
B02,2,2,9372
B01,0,1,9372
B13,2,3,9373
B12,0,2,9373
B08,1,2,9374
B01,1,1,9374
B09,1,3,9375
B08,0,2,9377
B07,1,1,9377
B06,0,2,9377
B09,0,3,9381
B07,0,1,9383
B12,1,2,9397
B11,0,2,9397
B05,1,3,9411
B04,2,3,9411
B14,1,3,9416
B13,1,3,9416
B04,3,3,9419
B03,2,3,9419
B03,3,3,9419
B02,1,2,9419
B06,1,2,9423
B05,0,3,9423
B02,2,2,9426
B01,0,1,9426
B01,1,1,9426
B19,2,3,9435
B19,3,3,9435
B18,1,2,9435
B18,2,2,9435
B17,2,3,9435
B17,3,3,9435
B16,1,2,9435
B16,2,2,9435
B15,1,1,9435
B14,0,3,9435
B09,1,3,9437
B15,0,1,9441
B10,1,2,9442
B09,0,3,9442
B08,1,2,9442
B13,2,3,9443
B12,0,2,9443
B10,0,2,9445
B08,0,2,9445
B12,1,2,9446
B05,1,3,9465
B04,2,3,9465
B06,2,2,9482
B05,0,3,9482
B04,3,3,9482
B03,2,3,9482
B03,3,3,9482
B02,1,2,9482
B02,2,2,9482
B01,0,1,9482
B14,1,3,9486
B13,1,3,9486
B01,1,1,9493
B09,1,3,9496
B13,2,3,9500
B12,0,2,9500
B10,1,2,9500
B11,1,2,9501
B09,0,3,9502
B15,1,1,9504
B14,0,3,9504
B10,0,2,9504
B19,2,3,9508
B19,3,3,9508
B18,1,2,9508
B18,2,2,9508
B17,2,3,9508
B17,3,3,9508
B16,1,2,9508
B16,2,2,9508
B11,0,2,9508
B15,0,1,9509
B05,1,3,9524
B04,2,3,9524
B04,3,3,9529
B03,2,3,9529
B03,3,3,9531
B02,1,2,9531
B07,1,1,9537
B06,1,2,9537
B06,2,2,9538
B05,0,3,9538
B07,0,1,9542
B02,2,2,9543
B01,0,1,9543
B01,1,1,9543
B13,3,3,9547
B14,1,3,9548
B13,2,3,9548
B10,1,2,9559
B15,1,1,9563
B14,0,3,9563
B12,1,2,9570
B12,0,2,9573
B05,1,3,9584
B04,2,3,9584
B04,3,3,9585
B03,2,3,9585
B03,3,3,9585
B02,1,2,9585
B19,2,3,9589
B19,3,3,9589
B18,1,2,9589
B18,2,2,9589
B17,2,3,9589
B17,3,3,9589
B16,1,2,9589
B16,2,2,9589
B15,0,1,9589
B02,2,2,9591
B01,0,1,9591
B01,1,1,9591
B08,1,2,9595
B08,0,2,9597
B14,1,3,9601
B13,1,3,9601
B11,1,2,9610
B10,0,2,9610
B11,0,2,9615
B15,1,1,9624
B14,0,3,9624
B13,2,3,9624
B07,1,1,9640
B06,1,2,9640
B06,2,2,9640
B05,0,3,9640
B05,1,3,9641
B04,2,3,9641
B07,0,1,9646
B09,1,3,9648
B04,3,3,9649
B03,2,3,9649
B03,3,3,9649
B02,1,2,9649
B02,2,2,9649
B01,0,1,9649
B01,1,1,9649
B09,0,3,9652
B11,1,2,9654
B14,1,3,9658
B13,1,3,9658
B19,2,3,9674
B19,3,3,9674
B18,1,2,9674
B18,2,2,9674
B17,2,3,9674
B17,3,3,9674
B16,1,2,9674
B16,2,2,9674
B15,0,1,9674
B12,1,2,9681
B11,0,2,9681
B12,0,2,9685
B15,1,1,9686
B14,0,3,9686
B05,2,3,9686
B04,2,3,9686
B07,1,1,9690
B06,1,2,9690
B06,2,2,9694
B05,1,3,9694
B04,3,3,9705
B03,2,3,9705
B03,3,3,9705
B02,1,2,9705
B02,2,2,9706
B01,0,1,9706
B01,1,1,9706
B10,1,2,9708
B10,0,2,9711
B14,1,3,9713
B13,0,3,9713
B08,1,2,9715
B07,0,1,9715
B08,0,2,9717
B07,1,1,9735
B06,1,2,9735
B05,2,3,9737
B04,2,3,9737
B12,1,2,9738
B13,1,3,9747
B12,0,2,9747
B06,2,2,9757
B05,1,3,9757
B04,3,3,9759
B03,2,3,9759
B03,3,3,9759
B02,1,2,9759
B02,2,2,9763
B01,0,1,9763
B01,1,1,9763
B11,1,2,9764
B09,1,3,9765
B09,0,3,9770
B19,2,3,9771
B19,3,3,9771
B18,1,2,9771
B18,2,2,9771
B17,2,3,9771
B17,3,3,9771
B16,1,2,9771
B16,2,2,9771
B15,0,1,9771
B15,1,1,9771
B14,0,3,9771
B11,0,2,9771
B14,1,3,9775
B13,0,3,9775
B08,1,2,9777
B07,0,1,9777
B08,0,2,9779
B07,1,1,9780
B06,1,2,9780
B05,2,3,9787
B04,2,3,9787
B13,1,3,9799
B06,2,2,9808
B05,1,3,9808
B04,3,3,9826
B03,2,3,9826
B03,3,3,9826
B02,1,2,9826
B02,2,2,9826
B01,0,1,9826
B01,1,1,9826
B10,1,2,9832
B08,1,2,9832
B07,0,1,9832
B07,1,1,9832
B06,1,2,9832
B10,0,2,9834
B09,1,3,9834
B08,0,2,9834
B05,2,3,9836
B04,2,3,9836
B14,2,3,9837
B13,0,3,9837
B09,0,3,9841
B12,1,2,9846
B12,0,2,9850
B19,2,3,9852
B19,3,3,9852
B18,1,2,9852
B18,2,2,9852
B17,2,3,9852
B17,3,3,9852
B16,1,2,9852
B16,2,2,9852
B15,0,1,9852
B15,1,1,9852
B14,1,3,9852
B06,2,2,9863
B05,1,3,9863
B11,1,2,9876
B11,0,2,9881
B08,1,2,9883
B07,0,1,9883
B07,1,1,9886
B06,1,2,9886
B09,1,3,9889
B08,0,2,9889
B04,3,3,9893
B03,2,3,9893
B03,3,3,9893
B02,1,2,9893
B02,2,2,9893
B01,0,1,9893
B01,1,1,9893
B05,2,3,9894
B04,2,3,9894
B10,1,2,9898
B09,0,3,9898
B10,0,2,9901
B14,2,3,9902
B06,2,2,9917
B05,1,3,9917
B09,1,3,9941
B19,2,3,9943
B19,3,3,9943
B18,1,2,9943
B18,2,2,9943
B17,2,3,9943
B17,3,3,9943
B16,1,2,9943
B16,2,2,9943
B15,0,1,9943
B15,1,1,9943
B14,1,3,9943
B11,1,2,9947
B08,1,2,9949
B07,0,1,9949
B07,1,1,9949
B06,1,2,9949
B08,0,2,9952
B04,3,3,9952
B03,2,3,9952
B03,3,3,9952
B02,1,2,9952
B02,2,2,9952
B01,0,1,9952
B01,1,1,9952
B10,1,2,9956
B09,0,3,9956
B10,0,2,9959
B05,2,3,9961
B04,2,3,9961
B06,2,2,9968
B05,1,3,9968
B13,1,3,9993
B13,0,3,9997
B09,1,3,10003
B08,1,2,10006
B07,0,1,10006
B07,1,1,10006
B06,1,2,10006
B05,2,3,10006
B04,1,3,10006
B08,0,2,10008
B10,1,2,10009
B09,0,3,10009
B04,2,3,10014
B03,2,3,10014
B03,3,3,10014
B02,1,2,10014
B02,2,2,10014
B01,0,1,10014
B01,1,1,10014
B11,2,2,10015
B10,0,2,10015
B06,2,2,10018
B05,1,3,10018
B19,2,3,10036
B19,3,3,10036
B18,1,2,10036
B09,1,3,10056
B14,2,3,10061
B08,1,2,10064
B07,0,1,10064
B07,1,1,10064
B06,1,2,10064
B08,0,2,10066
B04,3,3,10066
B03,2,3,10066
B10,1,2,10067
B09,0,3,10067
B05,2,3,10067
B04,2,3,10067
B03,3,3,10068
B02,1,2,10068
B02,2,2,10068
B01,0,1,10068
B06,2,2,10071
B05,1,3,10071
B01,1,1,10075
B09,1,3,10116
B08,1,2,10116
B07,0,1,10116
B07,1,1,10116
B06,1,2,10116
B08,0,2,10118
B05,2,3,10118
B04,1,3,10118
B10,2,2,10120
B09,0,3,10122
B06,2,2,10128
B05,1,3,10128
B04,2,3,10131
B03,2,3,10131
B03,3,3,10131
B02,1,2,10131
B02,2,2,10131
B01,0,1,10131
B01,1,1,10140
B09,1,3,10158
B18,2,2,10164
B17,2,3,10164
B17,3,3,10164
B16,1,2,10164
B16,2,2,10164
B15,0,1,10164
B15,1,1,10164
B14,1,3,10164
B08,1,2,10164
B07,0,1,10164
B08,0,2,10167
B07,1,1,10172
B06,1,2,10172
B05,2,3,10173
B04,1,3,10173
B06,2,2,10183
B05,1,3,10183
B04,2,3,10184
B03,2,3,10184
B03,3,3,10188
B02,1,2,10188
B02,2,2,10188
B01,0,1,10188
B01,1,1,10203
B09,2,3,10215
B08,1,2,10226
B07,0,1,10226
B08,0,2,10229
B05,2,3,10232
B04,1,3,10232
B07,1,1,10238
B06,1,2,10238
B06,2,2,10238
B05,1,3,10238
B04,2,3,10249
B03,2,3,10249
B03,3,3,10249
B02,1,2,10249
B02,2,2,10249
B01,0,1,10249
B01,1,1,10265
B09,3,3,10276
B05,2,3,10280
B04,1,3,10280
B08,1,2,10299
B07,0,1,10299
B07,1,1,10299
B06,1,2,10299
B06,2,2,10299
B05,1,3,10299
B08,0,2,10303
B12,1,2,10308
B11,1,2,10308
B11,2,2,10308
B10,1,2,10308
B10,2,2,10308
B09,2,3,10308
B12,0,2,10311
B04,2,3,10312
B03,2,3,10312
B03,3,3,10312
B02,1,2,10312
B02,2,2,10312
B01,0,1,10312
B01,1,1,10312
B05,2,3,10335
B04,1,3,10335
B13,1,3,10363
B09,3,3,10363
B08,1,2,10365
B07,0,1,10365
B07,1,1,10365
B06,1,2,10365
B06,2,2,10365
B05,1,3,10365
B13,0,3,10367
B08,0,2,10367
B12,1,2,10368
B11,1,2,10368
B11,2,2,10368
B10,1,2,10368
B10,2,2,10368
B09,2,3,10368
B12,0,2,10372
B04,2,3,10377
B03,2,3,10377
B03,3,3,10395
B02,1,2,10395
B02,2,2,10395
B01,0,1,10395
B01,1,1,10395
B05,2,3,10396
B04,1,3,10396
B09,3,3,10417
B13,1,3,10421
B08,1,2,10423
B07,0,1,10423
B08,0,2,10425
B07,1,1,10426
B06,1,2,10426
B06,2,2,10426
B05,1,3,10426
B12,1,2,10428
B11,1,2,10428
B11,2,2,10428
B10,1,2,10428
B10,2,2,10428
B09,2,3,10428
B12,0,2,10431
B14,2,3,10433
B13,0,3,10433
B04,2,3,10435
B03,2,3,10435
B05,2,3,10446
B04,1,3,10446
B03,3,3,10454
B02,1,2,10454
B02,2,2,10454
B01,0,1,10454
B01,1,1,10454
B09,3,3,10477
B12,1,2,10478
B11,1,2,10478
B11,2,2,10481
B10,1,2,10481
B08,1,2,10486
B07,0,1,10486
B07,1,1,10486
B06,1,2,10486
B06,2,2,10486
B05,1,3,10486
B08,0,2,10489
B10,2,2,10491
B09,2,3,10491
B13,1,3,10494
B12,0,2,10494
B04,2,3,10494
B03,2,3,10494
B14,3,3,10495
B05,2,3,10496
B04,1,3,10496
B13,0,3,10498
B03,3,3,10507
B02,1,2,10507
B02,2,2,10507
B01,0,1,10507
B01,1,1,10517
B08,1,2,10536
B07,0,1,10536
B07,1,1,10536
B06,1,2,10536
B06,2,2,10536
B05,1,3,10536
B12,1,2,10539
B11,1,2,10539
B11,2,2,10539
B10,1,2,10539
B13,1,3,10543
B12,0,2,10543
B09,3,3,10545
B08,0,2,10545
B10,2,2,10551
B09,2,3,10551
B04,2,3,10552
B03,2,3,10552
B03,3,3,10560
B02,1,2,10560
B02,2,2,10560
B01,0,1,10560
B05,2,3,10561
B04,1,3,10561
B19,2,3,10566
B19,3,3,10566
B18,1,2,10566
B18,2,2,10566
B17,2,3,10566
B17,3,3,10566
B16,1,2,10566
B16,2,2,10566
B15,0,1,10566
B15,1,1,10566
B14,2,3,10566
B14,3,3,10566
B13,0,3,10566
B01,1,1,10571
B08,1,2,10599
B07,0,1,10599
B07,1,1,10599
B06,1,2,10599
B06,2,2,10599
B05,1,3,10599
B09,3,3,10600
B08,0,2,10601
B12,1,2,10604
B11,1,2,10604
B04,2,3,10607
B03,2,3,10607
B13,1,3,10608
B12,0,2,10608
B03,3,3,10614
B02,1,2,10614
B02,2,2,10617
B01,0,1,10617
B01,1,1,10623
B19,2,3,10640
B19,3,3,10640
B18,1,2,10640
B18,2,2,10640
B17,2,3,10640
B17,3,3,10640
B16,1,2,10640
B16,2,2,10640
B15,0,1,10640
B15,1,1,10640
B14,2,3,10640
B14,3,3,10640
B13,0,3,10640
B08,1,2,10660
B07,0,1,10660
B13,1,3,10661
B07,1,1,10666
B06,1,2,10666
B06,2,2,10666
B05,0,3,10666
B12,1,2,10670
B11,0,2,10670
B12,0,2,10673
B11,1,2,10682
B10,1,2,10682
B10,2,2,10682
B09,2,3,10682
B09,3,3,10682
B08,0,2,10682
B08,1,2,10714
B07,0,1,10714
B12,1,2,10729
B11,0,2,10729
B07,1,1,10729
B06,1,2,10729
B06,2,2,10729
B13,2,3,10734
B12,0,2,10734
B19,2,3,10738
B19,3,3,10738
B18,1,2,10738
B18,2,2,10738
B17,2,3,10738
B17,3,3,10738
B16,1,2,10738
B16,2,2,10738
B15,0,1,10738
B15,1,1,10738
B14,2,3,10738
B14,3,3,10738
B13,1,3,10738
B11,1,2,10740
B10,1,2,10740
B10,2,2,10740
B09,2,3,10740
B09,3,3,10740
B08,0,2,10740
B08,1,2,10765
B07,0,1,10765
B07,1,1,10779
B06,1,2,10779
B13,2,3,10785
B04,3,3,10789
B03,2,3,10789
B03,3,3,10789
B02,1,2,10789
B02,2,2,10789
B01,0,1,10789
B01,1,1,10789
B12,1,2,10790
B11,0,2,10790
B12,0,2,10793
B11,1,2,10795
B10,1,2,10795
B10,2,2,10795
B09,2,3,10795
B09,3,3,10799
B08,0,2,10799
B19,2,3,10816
B19,3,3,10816
B18,1,2,10816
B18,2,2,10816
B17,2,3,10816
B17,3,3,10816
B16,1,2,10816
B16,2,2,10816
B15,0,1,10816
B15,1,1,10816
B14,2,3,10816
B14,3,3,10816
B13,1,3,10816
B08,1,2,10830
B07,0,1,10830
B13,2,3,10837
B11,2,2,10837
B10,1,2,10837
B12,1,2,10845
B11,1,2,10845
B07,1,1,10845
B06,0,2,10845
B12,0,2,10848
B10,2,2,10855
B09,2,3,10855
B09,3,3,10861
B08,0,2,10861
B08,1,2,10880
B07,0,1,10880
B11,2,2,10892
B10,1,2,10892
B13,3,3,10896
B07,1,1,10904
B19,2,3,10912
B19,3,3,10912
B18,1,2,10912
B18,2,2,10912
B17,2,3,10912
B17,3,3,10912
B16,1,2,10912
B16,2,2,10912
B15,0,1,10912
B15,1,1,10912
B14,2,3,10912
B14,3,3,10912
B13,2,3,10912
B12,1,2,10914
B11,1,2,10914
B12,0,2,10917
B10,2,2,10918
B09,2,3,10918
B09,3,3,10918
B08,0,2,10918
B11,2,2,10939
B10,1,2,10939
B08,1,2,10947
B07,0,1,10947
B12,1,2,10967
B11,1,2,10967
B13,3,3,10975
B12,0,2,10975
B10,2,2,10977
B09,2,3,10977
B09,3,3,10977
B08,0,2,10977
B11,2,2,10990
B10,1,2,10990
B08,1,2,10992
B12,1,2,11027
B11,1,2,11027
B10,2,2,11033
B09,2,3,11033
B09,3,3,11033
B08,0,2,11033
B11,2,2,11044
B10,1,2,11044
B05,1,3,11056
B04,2,3,11056
B04,3,3,11056
B03,2,3,11056
B03,3,3,11056
B02,1,2,11056
B02,2,2,11056
B01,0,1,11056
B01,1,1,11056
B05,0,3,11062
B12,2,2,11090
B11,1,2,11090
B11,2,2,11091
B10,0,2,11091
B10,1,2,11093
B09,2,3,11093
B09,3,3,11093
B06,1,2,11115
B05,1,3,11115
B04,2,3,11115
B04,3,3,11115
B03,2,3,11115
B03,3,3,11115
B02,1,2,11115
B02,2,2,11115
B01,0,1,11115
B01,1,1,11115
B06,0,2,11121
B05,0,3,11121
B10,2,2,11150
B09,2,3,11150
B07,1,1,11172
B05,1,3,11172
B04,2,3,11172
B04,3,3,11172
B03,2,3,11172
B03,3,3,11172
B02,1,2,11172
B02,2,2,11172
B01,0,1,11172
B01,1,1,11172
B06,1,2,11173
B07,0,1,11176
B05,0,3,11177
B06,0,2,11180
B08,1,2,11230
B06,1,2,11230
B08,0,2,11233
B05,1,3,11237
B04,2,3,11237
B04,3,3,11237
B03,2,3,11237
B03,3,3,11237
B02,1,2,11237
B02,2,2,11237
B01,0,1,11237
B01,1,1,11237
B07,1,1,11242
B06,0,2,11242
B05,0,3,11242
B07,0,1,11247
B19,2,3,11249
B19,3,3,11249
B18,1,2,11249
B18,2,2,11249
B17,2,3,11249
B17,3,3,11249
B16,1,2,11249
B16,2,2,11249
B15,0,1,11249
B15,1,1,11249
B14,2,3,11249
B14,3,3,11249
B13,2,3,11249
B13,3,3,11249
B12,1,2,11249
B12,2,2,11249
B11,1,2,11249
B11,2,2,11249
B10,1,2,11249
B10,2,2,11249
B09,1,3,11249
B09,2,3,11281
B05,1,3,11288
B04,2,3,11288
B06,1,2,11293
B05,0,3,11294
B04,3,3,11297
B03,2,3,11297
B08,1,2,11303
B08,0,2,11306
B07,1,1,11309
B06,0,2,11309
B07,0,1,11315
B05,1,3,11344
B04,2,3,11344
B06,1,2,11345
B05,0,3,11349
B19,2,3,11355
B19,3,3,11355
B18,1,2,11355
B18,2,2,11355
B17,2,3,11355
B17,3,3,11355
B16,1,2,11355
B16,2,2,11355
B15,0,1,11355
B15,1,1,11355
B14,2,3,11355
B14,3,3,11355
B13,2,3,11355
B13,3,3,11355
B12,1,2,11355
B12,2,2,11355
B11,1,2,11355
B11,2,2,11355
B10,1,2,11355
B10,2,2,11355
B09,1,3,11355
B09,2,3,11357
B04,3,3,11361
B03,1,3,11361
B07,1,1,11371
B06,0,2,11371
B03,2,3,11382
B02,1,2,11382
B02,2,2,11382
B01,0,1,11382
B01,1,1,11382
B08,1,2,11387
B07,0,1,11387
B08,0,2,11390
B06,1,2,11400
B05,1,3,11400
B04,2,3,11400
B05,0,3,11405
B04,3,3,11415
B03,1,3,11415
B07,1,1,11420
B06,0,2,11420
B19,2,3,11431
B19,3,3,11431
B18,1,2,11431
B18,2,2,11431
B17,2,3,11431
B17,3,3,11431
B16,1,2,11431
B16,2,2,11431
B15,0,1,11431
B15,1,1,11431
B14,2,3,11431
B14,3,3,11431
B13,2,3,11431
B13,3,3,11431
B12,1,2,11431
B12,2,2,11431
B11,1,2,11431
B09,3,3,11433
B03,2,3,11436
B02,1,2,11436
B11,2,2,11437
B10,1,2,11437
B10,2,2,11437
B09,2,3,11437
B08,1,2,11440
B07,0,1,11440
B02,2,2,11441
B01,0,1,11441
B08,0,2,11442
B01,1,1,11442
B06,1,2,11452
B05,1,3,11453
B04,2,3,11453
B05,0,3,11461
B04,3,3,11467
B03,1,3,11467
B03,2,3,11482
B02,1,2,11482
B07,1,1,11483
B06,0,2,11483
B02,2,2,11491
B01,0,1,11491
B08,1,2,11497
B07,0,1,11497
B01,1,1,11503
B05,1,3,11504
B04,2,3,11504
B06,1,2,11510
B05,0,3,11510
B19,2,3,11514
B19,3,3,11514
B18,1,2,11514
B18,2,2,11514
B17,2,3,11514
B17,3,3,11514
B16,1,2,11514
B16,2,2,11514
B15,0,1,11514
B15,1,1,11514
B14,2,3,11514
B14,3,3,11514
B13,2,3,11514
B13,3,3,11514
B12,1,2,11514
B12,2,2,11514
B11,1,2,11514
B11,2,2,11514
B10,1,2,11514
B10,2,2,11514
B09,1,3,11514
B04,3,3,11531
B03,1,3,11531
B07,1,1,11534
B06,0,2,11534
B03,2,3,11540
B02,1,2,11540
B08,2,2,11546
B07,0,1,11546
B02,2,2,11546
B01,0,1,11546
B01,1,1,11556
B05,1,3,11557
B04,2,3,11557
B09,2,3,11558
B08,1,2,11558
B06,1,2,11559
B05,0,3,11561
B04,3,3,11589
B03,1,3,11589
B03,2,3,11593
B02,1,2,11593
B19,2,3,11599
B19,3,3,11599
B18,1,2,11599
B18,2,2,11599
B17,2,3,11599
B17,3,3,11599
B16,1,2,11599
B16,2,2,11599
B15,0,1,11599
B15,1,1,11599
B14,2,3,11599
B14,3,3,11599
B13,2,3,11599
B13,3,3,11599
B12,1,2,11599
B12,2,2,11599
B11,1,2,11599
B11,2,2,11599
B10,1,2,11599
B10,2,2,11599
B09,1,3,11599
B02,2,2,11606
B01,0,1,11606
B06,2,2,11607
B01,1,1,11608
B07,1,1,11609
B06,1,2,11609
B05,1,3,11610
B04,2,3,11610
B08,2,2,11611
B07,0,1,11614
B05,0,3,11615
B09,2,3,11616
B08,1,2,11616
B03,3,3,11648
B02,1,2,11648
B04,3,3,11652
B03,2,3,11652
B02,2,2,11657
B01,0,1,11657
B06,2,2,11662
B09,3,3,11664
B08,0,2,11664
B07,1,1,11667
B06,1,2,11667
B05,1,3,11667
B04,2,3,11667
B08,1,2,11668
B07,0,1,11672
B05,0,3,11672
B01,1,1,11672
B03,3,3,11704
B02,1,2,11704
B04,3,3,11713
B03,2,3,11713
B07,1,1,11719
B06,0,2,11719
B02,2,2,11719
B01,0,1,11719
B06,1,2,11725
B01,1,1,11733
B08,2,2,11738
B07,0,1,11738
B03,3,3,11760
B02,1,2,11760
B07,1,1,11773
B06,0,2,11773
B02,2,2,11774
B01,0,1,11774
B19,2,3,11789
B19,3,3,11789
B18,1,2,11789
B18,2,2,11789
B17,2,3,11789
B17,3,3,11789
