vin,station_id,event,t_s
V000205,S17,out,21257.8628592071
V000206,S17,in,21257.8628592071
V000252,S03,in,21311.11313225531
V000251,S03,out,21311.11313225531
V000254,S02,out,21312.134132987176
V000255,S02,in,21312.134132987176
V000248,S04,in,21312.875207670804
V000247,S04,out,21312.875207670804
V000257,S01,in,21313.59701762589
V000256,S01,out,21313.59701762589
V000220,S13,in,21321.093088679838
V000219,S13,out,21321.093088679838
V000210,S16,in,21321.212157997576
V000209,S16,out,21321.212157997576
V000202,S18,out,21321.715957840854
V000203,S18,in,21321.715957840854
V000195,S20,out,21321.941603291794
V000196,S20,in,21321.941603291794
V000245,S05,in,21321.987751330107
V000244,S05,out,21321.987751330107
V000237,S07,out,21322.823369680234
V000238,S07,in,21322.823369680234
V000240,S06,out,21323.31386333422
V000241,S06,in,21323.31386333422
V000236,S08,in,21323.663842003305
V000235,S08,out,21323.663842003305
V000233,S09,in,21324.28341792754
V000232,S09,out,21324.28341792754
V000225,S11,out,21324.949857930325
V000226,S11,in,21324.949857930325
V000223,S12,in,21325.226974598347
V000222,S12,out,21325.226974598347
V000199,S19,out,21326.60939972493
V000200,S19,in,21326.60939972493
V000207,S17,in,21326.8628592071
V000206,S17,out,21326.8628592071
V000252,S03,out,21377.11313225531
V000253,S03,in,21377.11313225531
V000255,S02,out,21378.134132987176
V000256,S02,in,21378.134132987176
V000248,S04,out,21378.875207670804
V000249,S04,in,21378.875207670804
V000258,S01,in,21379.59701762589
V000257,S01,out,21379.59701762589
V000221,S13,in,21419.093088679838
V000220,S13,out,21419.093088679838
V000210,S16,out,21419.212157997576
V000211,S16,in,21419.212157997576
V000203,S18,out,21419.715957840854
V000204,S18,in,21419.715957840854
V000196,S20,out,21419.941603291794
V000197,S20,in,21419.941603291794
V000246,S05,in,21419.987751330107
V000245,S05,out,21419.987751330107
V000239,S07,in,21420.823369680234
V000238,S07,out,21420.823369680234
V000241,S06,out,21421.31386333422
V000242,S06,in,21421.31386333422
V000236,S08,out,21421.663842003305
V000237,S08,in,21421.663842003305
V000233,S09,out,21422.28341792754
V000234,S09,in,21422.28341792754
V000227,S11,in,21422.949857930325
V000226,S11,out,21422.949857930325
V000224,S12,in,21423.226974598347
V000223,S12,out,21423.226974598347
V000200,S19,out,21424.60939972493
V000201,S19,in,21424.60939972493
V000207,S17,out,21424.8628592071
V000208,S17,in,21424.8628592071
V000254,S03,in,21438.11313225531
V000253,S03,out,21438.11313225531
V000257,S02,in,21439.134132987176
V000256,S02,out,21439.134132987176
V000250,S04,in,21439.875207670804
V000249,S04,out,21439.875207670804
V000258,S01,out,21440.59701762589
V000259,S01,in,21440.59701762589
V000222,S13,in,21494.093088679838
V000221,S13,out,21494.093088679838
V000212,S16,in,21494.212157997576
V000211,S16,out,21494.212157997576
V000204,S18,out,21494.715957840854
V000205,S18,in,21494.715957840854
V000197,S20,out,21494.941603291794
V000198,S20,in,21494.941603291794
V000246,S05,out,21494.987751330107
V000247,S05,in,21494.987751330107
V000240,S07,in,21495.823369680234
V000239,S07,out,21495.823369680234
V000243,S06,in,21496.31386333422
V000242,S06,out,21496.31386333422
V000238,S08,in,21496.663842003305
V000237,S08,out,21496.663842003305
V000235,S09,in,21497.28341792754
V000234,S09,out,21497.28341792754
V000228,S11,in,21497.949857930325
V000227,S11,out,21497.949857930325
V000255,S03,in,21498.11313225531
V000254,S03,out,21498.11313225531
V000225,S12,in,21498.226974598347
V000224,S12,out,21498.226974598347
V000258,S02,in,21499.134132987176
V000202,S19,in,21499.60939972493
V000201,S19,out,21499.60939972493
V000209,S17,in,21499.8628592071
V000208,S17,out,21499.8628592071
V000250,S04,out,21499.875207670804
V000251,S04,in,21499.875207670804
V000260,S01,in,21500.59701762589
V000259,S01,out,21500.59701762589
V000223,S13,in,21583.093088679838
V000222,S13,out,21583.093088679838
V000212,S16,out,21583.212157997576
V000213,S16,in,21583.212157997576
V000205,S18,out,21583.715957840854
V000206,S18,in,21583.715957840854
V000198,S20,out,21583.941603291794
V000199,S20,in,21583.941603291794
V000247,S05,out,21583.987751330107
V000248,S05,in,21583.987751330107
V000241,S07,in,21584.823369680234
V000240,S07,out,21584.823369680234
V000244,S06,in,21585.31386333422
V000243,S06,out,21585.31386333422
V000239,S08,in,21585.663842003305
V000238,S08,out,21585.663842003305
V000236,S09,in,21586.28341792754
V000235,S09,out,21586.28341792754
V000229,S11,in,21586.949857930325
V000228,S11,out,21586.949857930325
V000226,S12,in,21587.226974598347
V000225,S12,out,21587.226974598347
V000203,S19,in,21588.60939972493
V000202,S19,out,21588.60939972493
V000210,S17,in,21588.8628592071
V000209,S17,out,21588.8628592071
V000256,S03,in,21613.11313225531
V000255,S03,out,21613.11313225531
V000259,S02,in,21614.134132987176
V000258,S02,out,21614.134132987176
V000252,S04,in,21614.875207670804
V000251,S04,out,21614.875207670804
V000261,S01,in,21615.59701762589
V000260,S01,out,21615.59701762589
V000223,S13,out,21672.093088679838
V000224,S13,in,21672.093088679838
V000214,S16,in,21672.212157997576
V000213,S16,out,21672.212157997576
V000206,S18,out,21672.715957840854
V000207,S18,in,21672.715957840854
V000200,S20,in,21672.941603291794
V000199,S20,out,21672.941603291794
V000249,S05,in,21672.987751330107
V000248,S05,out,21672.987751330107
V000242,S07,in,21673.823369680234
V000241,S07,out,21673.823369680234
V000244,S06,out,21674.31386333422
V000245,S06,in,21674.31386333422
V000239,S08,out,21674.663842003305
V000240,S08,in,21674.663842003305
V000237,S09,in,21675.28341792754
V000236,S09,out,21675.28341792754
V000229,S11,out,21675.949857930325
V000230,S11,in,21675.949857930325
V000256,S03,out,21676.11313225531
V000257,S03,in,21676.11313225531
V000226,S12,out,21676.226974598347
V000227,S12,in,21676.226974598347
V000259,S02,out,21677.134132987176
V000260,S02,in,21677.134132987176
V000204,S19,in,21677.60939972493
V000203,S19,out,21677.60939972493
V000210,S17,out,21677.8628592071
V000211,S17,in,21677.8628592071
V000253,S04,in,21677.875207670804
V000252,S04,out,21677.875207670804
V000261,S01,out,21678.59701762589
V000262,S01,in,21678.59701762589
V000225,S13,in,21762.093088679838
V000224,S13,out,21762.093088679838
V000215,S16,in,21762.212157997576
V000214,S16,out,21762.212157997576
V000208,S18,in,21762.715957840854
V000207,S18,out,21762.715957840854
V000201,S20,in,21762.941603291794
V000200,S20,out,21762.941603291794
V000249,S05,out,21762.987751330107
V000250,S05,in,21762.987751330107
V000257,S03,out,21763.11313225531
V000258,S03,in,21763.11313225531
V000243,S07,in,21763.823369680234
V000242,S07,out,21763.823369680234
V000261,S02,in,21764.134132987176
V000260,S02,out,21764.134132987176
V000246,S06,in,21764.31386333422
V000245,S06,out,21764.31386333422
V000240,S08,out,21764.663842003305
V000241,S08,in,21764.663842003305
V000254,S04,in,21764.875207670804
V000253,S04,out,21764.875207670804
V000237,S09,out,21765.28341792754
V000238,S09,in,21765.28341792754
V000262,S01,out,21765.59701762589
V000263,S01,in,21765.59701762589
V000230,S11,out,21765.949857930325
V000231,S11,in,21765.949857930325
V000227,S12,out,21766.226974598347
V000228,S12,in,21766.226974598347
V000205,S19,in,21767.60939972493
V000204,S19,out,21767.60939972493
V000211,S17,out,21767.8628592071
V000212,S17,in,21767.8628592071
V000225,S13,out,21852.093088679838
V000226,S13,in,21852.093088679838
V000215,S16,out,21852.212157997576
V000216,S16,in,21852.212157997576
V000209,S18,in,21852.715957840854
V000208,S18,out,21852.715957840854
V000201,S20,out,21852.941603291794
V000202,S20,in,21852.941603291794
V000250,S05,out,21852.987751330107
V000251,S05,in,21852.987751330107
V000259,S03,in,21853.11313225531
V000258,S03,out,21853.11313225531
V000244,S07,in,21853.823369680234
V000243,S07,out,21853.823369680234
V000261,S02,out,21854.134132987176
V000262,S02,in,21854.134132987176
V000246,S06,out,21854.31386333422
V000247,S06,in,21854.31386333422
V000241,S08,out,21854.663842003305
V000242,S08,in,21854.663842003305
V000255,S04,in,21854.875207670804
V000254,S04,out,21854.875207670804
V000238,S09,out,21855.28341792754
V000239,S09,in,21855.28341792754
V000263,S01,out,21855.59701762589
V000264,S01,in,21855.59701762589
V000232,S11,in,21855.949857930325
V000231,S11,out,21855.949857930325
V000229,S12,in,21856.226974598347
V000228,S12,out,21856.226974598347
V000205,S19,out,21857.60939972493
V000206,S19,in,21857.60939972493
V000212,S17,out,21857.8628592071
V000213,S17,in,21857.8628592071
V000226,S13,out,21926.093088679838
V000227,S13,in,21926.093088679838
V000216,S16,out,21926.212157997576
V000217,S16,in,21926.212157997576
V000210,S18,in,21926.715957840854
V000209,S18,out,21926.715957840854
V000202,S20,out,21926.941603291794
V000203,S20,in,21926.941603291794
V000232,S11,out,21929.949857930325
V000233,S11,in,21929.949857930325
V000229,S12,out,21930.226974598347
V000230,S12,in,21930.226974598347
V000206,S19,out,21931.60939972493
V000207,S19,in,21931.60939972493
V000214,S17,in,21931.8628592071
V000213,S17,out,21931.8628592071
V000228,S13,in,22006.093088679838
V000227,S13,out,22006.093088679838
V000218,S16,in,22006.212157997576
V000217,S16,out,22006.212157997576
V000211,S18,in,22006.715957840854
V000210,S18,out,22006.715957840854
V000203,S20,out,22006.941603291794
V000204,S20,in,22006.941603291794
V000234,S11,in,22009.949857930325
V000233,S11,out,22009.949857930325
V000231,S12,in,22010.226974598347
V000230,S12,out,22010.226974598347
V000207,S19,out,22011.60939972493
V000208,S19,in,22011.60939972493
V000214,S17,out,22011.8628592071
V000215,S17,in,22011.8628592071
V000228,S13,out,22099.093088679838
V000229,S13,in,22099.093088679838
V000218,S16,out,22099.212157997576
V000219,S16,in,22099.212157997576
V000211,S18,out,22099.715957840854
V000212,S18,in,22099.715957840854
V000205,S20,in,22099.941603291794
V000204,S20,out,22099.941603291794
V000234,S11,out,22102.949857930325
V000232,S12,in,22103.226974598347
V000231,S12,out,22103.226974598347
V000209,S19,in,22104.60939972493
V000208,S19,out,22104.60939972493
V000216,S17,in,22104.8628592071
V000215,S17,out,22104.8628592071
V000230,S13,in,22188.093088679838
V000229,S13,out,22188.093088679838
V000219,S16,out,22188.212157997576
V000220,S16,in,22188.212157997576
V000213,S18,in,22188.715957840854
V000212,S18,out,22188.715957840854
V000206,S20,in,22188.941603291794
V000205,S20,out,22188.941603291794
V000233,S12,in,22192.226974598347
V000232,S12,out,22192.226974598347
V000209,S19,out,22193.60939972493
V000210,S19,in,22193.60939972493
V000216,S17,out,22193.8628592071
V000217,S17,in,22193.8628592071
V000231,S13,in,22261.093088679838
V000230,S13,out,22261.093088679838
V000220,S16,out,22261.212157997576
V000221,S16,in,22261.212157997576
V000213,S18,out,22261.715957840854
V000214,S18,in,22261.715957840854
V000207,S20,in,22261.941603291794
V000206,S20,out,22261.941603291794
V000233,S12,out,22265.226974598347
V000234,S12,in,22265.226974598347
V000210,S19,out,22266.60939972493
V000211,S19,in,22266.60939972493
V000217,S17,out,22266.8628592071
V000218,S17,in,22266.8628592071
V000251,S05,out,22312.987751330107
V000252,S05,in,22312.987751330107
V000259,S03,out,22313.11313225531
V000260,S03,in,22313.11313225531
V000245,S07,in,22313.823369680234
V000244,S07,out,22313.823369680234
V000263,S02,in,22314.134132987176
V000262,S02,out,22314.134132987176
V000247,S06,out,22314.31386333422
V000248,S06,in,22314.31386333422
V000243,S08,in,22314.663842003305
V000242,S08,out,22314.663842003305
V000255,S04,out,22314.875207670804
V000256,S04,in,22314.875207670804
V000240,S09,in,22315.28341792754
V000239,S09,out,22315.28341792754
V000265,S01,in,22315.59701762589
V000264,S01,out,22315.59701762589
V000235,S11,in,22318.949857930325
V000232,S13,in,22352.093088679838
V000231,S13,out,22352.093088679838
V000221,S16,out,22352.212157997576
V000222,S16,in,22352.212157997576
V000215,S18,in,22352.715957840854
V000214,S18,out,22352.715957840854
V000207,S20,out,22352.941603291794
V000208,S20,in,22352.941603291794
V000234,S12,out,22356.226974598347
V000211,S19,out,22357.60939972493
V000212,S19,in,22357.60939972493
V000218,S17,out,22357.8628592071
V000219,S17,in,22357.8628592071
V000241,S09,in,22373.28341792754
V000240,S09,out,22373.28341792754
V000235,S11,out,22375.949857930325
V000252,S05,out,22375.987751330107
V000253,S05,in,22375.987751330107
V000260,S03,out,22376.11313225531
V000261,S03,in,22376.11313225531
V000246,S07,in,22376.823369680234
V000245,S07,out,22376.823369680234
V000236,S11,in,22376.949857930325
V000263,S02,out,22377.134132987176
V000264,S02,in,22377.134132987176
V000249,S06,in,22377.31386333422
V000248,S06,out,22377.31386333422
V000244,S08,in,22377.663842003305
V000243,S08,out,22377.663842003305
V000257,S04,in,22377.875207670804
V000256,S04,out,22377.875207670804
V000265,S01,out,22378.59701762589
V000266,S01,in,22378.59701762589
V000235,S12,in,22382.226974598347
V000236,S11,out,22427.949857930325
V000237,S11,in,22439.949857930325
V000232,S13,out,22444.093088679838
V000222,S16,out,22444.212157997576
V000223,S16,in,22444.212157997576
V000216,S18,in,22444.715957840854
V000215,S18,out,22444.715957840854
V000208,S20,out,22444.941603291794
V000209,S20,in,22444.941603291794
V000213,S19,in,22449.60939972493
V000212,S19,out,22449.60939972493
V000220,S17,in,22449.8628592071
V000219,S17,out,22449.8628592071
V000235,S12,out,22455.226974598347
V000236,S12,in,22455.226974598347
V000237,S11,out,22478.949857930325
V000238,S11,in,22500.949857930325
V000209,S20,out,22523.941603291794
V000210,S20,in,22523.941603291794
V000213,S19,out,22528.60939972493
V000214,S19,in,22528.60939972493
V000238,S11,out,22558.949857930325
V000239,S11,in,22558.949857930325
V000254,S05,in,22568.987751330107
V000253,S05,out,22568.987751330107
V000262,S03,in,22569.11313225531
V000261,S03,out,22569.11313225531
V000246,S07,out,22569.823369680234
V000247,S07,in,22569.823369680234
V000265,S02,in,22570.134132987176
V000264,S02,out,22570.134132987176
V000249,S06,out,22570.31386333422
V000250,S06,in,22570.31386333422
V000245,S08,in,22570.663842003305
V000244,S08,out,22570.663842003305
V000258,S04,in,22570.875207670804
V000257,S04,out,22570.875207670804
V000241,S09,out,22571.28341792754
V000242,S09,in,22571.28341792754
V000266,S01,out,22571.59701762589
V000267,S01,in,22571.59701762589
V000211,S20,in,22600.941603291794
V000210,S20,out,22600.941603291794
V000214,S19,out,22605.60939972493
V000215,S19,in,22605.60939972493
V000254,S05,out,22625.987751330107
V000255,S05,in,22625.987751330107
V000242,S09,out,22626.28341792754
V000243,S09,in,22626.28341792754
V000248,S07,in,22626.823369680234
V000247,S07,out,22626.823369680234
V000251,S06,in,22627.31386333422
V000250,S06,out,22627.31386333422
V000245,S08,out,22627.663842003305
V000246,S08,in,22627.663842003305
V000262,S03,out,22631.11313225531
V000263,S03,in,22631.11313225531
V000266,S02,in,22632.134132987176
V000265,S02,out,22632.134132987176
V000258,S04,out,22632.875207670804
V000259,S04,in,22632.875207670804
V000268,S01,in,22633.59701762589
V000267,S01,out,22633.59701762589
V000233,S13,out,22657.093088679838
V000234,S13,in,22657.093088679838
V000224,S16,in,22657.212157997576
V000223,S16,out,22657.212157997576
V000216,S18,out,22657.715957840854
V000217,S18,in,22657.715957840854
V000240,S11,in,22660.949857930325
V000239,S11,out,22660.949857930325
V000237,S12,in,22661.226974598347
V000236,S12,out,22661.226974598347
V000221,S17,in,22662.8628592071
V000220,S17,out,22662.8628592071
V000244,S09,in,22675.28341792754
V000243,S09,out,22675.28341792754
V000256,S05,in,22685.987751330107
V000255,S05,out,22685.987751330107
V000248,S07,out,22686.823369680234
V000249,S07,in,22686.823369680234
V000251,S06,out,22687.31386333422
V000252,S06,in,22687.31386333422
V000246,S08,out,22687.663842003305
V000247,S08,in,22687.663842003305
V000211,S20,out,22693.941603291794
V000212,S20,in,22693.941603291794
V000263,S03,out,22694.11313225531
V000264,S03,in,22694.11313225531
V000267,S02,in,22695.134132987176
V000266,S02,out,22695.134132987176
V000260,S04,in,22695.875207670804
V000259,S04,out,22695.875207670804
V000268,S01,out,22696.59701762589
V000269,S01,in,22696.59701762589
V000215,S19,out,22698.60939972493
V000216,S19,in,22698.60939972493
V000225,S16,in,22712.212157997576
V000224,S16,out,22712.212157997576
V000218,S18,in,22712.715957840854
V000217,S18,out,22712.715957840854
V000222,S17,in,22717.8628592071
V000221,S17,out,22717.8628592071
V000245,S09,in,22722.28341792754
V000244,S09,out,22722.28341792754
V000235,S13,in,22723.093088679838
V000234,S13,out,22723.093088679838
V000241,S11,in,22726.949857930325
V000240,S11,out,22726.949857930325
V000238,S12,in,22727.226974598347
V000237,S12,out,22727.226974598347
V000256,S05,out,22755.987751330107
V000257,S05,in,22755.987751330107
V000264,S03,out,22756.11313225531
V000265,S03,in,22756.11313225531
V000250,S07,in,22756.823369680234
V000249,S07,out,22756.823369680234
V000267,S02,out,22757.134132987176
V000268,S02,in,22757.134132987176
V000253,S06,in,22757.31386333422
V000252,S06,out,22757.31386333422
V000248,S08,in,22757.663842003305
V000247,S08,out,22757.663842003305
V000261,S04,in,22757.875207670804
V000260,S04,out,22757.875207670804
V000270,S01,in,22758.59701762589
V000269,S01,out,22758.59701762589
V000219,S18,in,22767.715957840854
V000218,S18,out,22767.715957840854
V000222,S17,out,22772.8628592071
V000223,S17,in,22772.8628592071
V000212,S20,out,22774.941603291794
V000213,S20,in,22774.941603291794
V000216,S19,out,22779.60939972493
V000217,S19,in,22779.60939972493
V000245,S09,out,22781.28341792754
V000246,S09,in,22781.28341792754
V000248,S08,out,22810.663842003305
V000249,S08,in,22810.663842003305
V000258,S05,in,22814.987751330107
V000257,S05,out,22814.987751330107
V000250,S07,out,22815.823369680234
V000251,S07,in,22815.823369680234
V000253,S06,out,22816.31386333422
V000254,S06,in,22816.31386333422
V000266,S03,in,22817.11313225531
V000265,S03,out,22817.11313225531
V000261,S04,out,22818.875207670804
V000262,S04,in,22818.875207670804
V000268,S02,out,22821.134132987176
V000269,S02,in,22821.134132987176
V000270,S01,out,22822.59701762589
V000271,S01,in,22822.59701762589
V000219,S18,out,22823.715957840854
V000220,S18,in,22823.715957840854
V000224,S17,in,22828.8628592071
V000223,S17,out,22828.8628592071
V000247,S09,in,22831.28341792754
V000246,S09,out,22831.28341792754
V000214,S20,in,22863.941603291794
V000213,S20,out,22863.941603291794
V000218,S19,in,22868.60939972493
V000217,S19,out,22868.60939972493
V000251,S07,out,22868.823369680234
V000252,S07,in,22868.823369680234
V000250,S08,in,22869.663842003305
V000249,S08,out,22869.663842003305
V000254,S06,out,22870.31386333422
V000255,S06,in,22870.31386333422
V000220,S18,out,22877.715957840854
V000221,S18,in,22877.715957840854
V000258,S05,out,22877.987751330107
V000259,S05,in,22877.987751330107
V000267,S03,in,22878.11313225531
V000266,S03,out,22878.11313225531
V000263,S04,in,22879.875207670804
V000262,S04,out,22879.875207670804
V000224,S17,out,22882.8628592071
V000247,S09,out,22883.28341792754
V000248,S09,in,22883.28341792754
V000269,S02,out,22888.134132987176
V000270,S02,in,22888.134132987176
V000271,S01,out,22889.59701762589
V000272,S01,in,22889.59701762589
V000251,S08,in,22924.663842003305
V000250,S08,out,22924.663842003305
V000252,S07,out,22924.823369680234
V000253,S07,in,22924.823369680234
V000256,S06,in,22925.31386333422
V000255,S06,out,22925.31386333422
V000260,S05,in,22930.987751330107
V000259,S05,out,22930.987751330107
V000268,S03,in,22931.11313225531
V000267,S03,out,22931.11313225531
V000263,S04,out,22932.875207670804
V000264,S04,in,22932.875207670804
V000271,S02,in,22942.134132987176
V000270,S02,out,22942.134132987176
V000273,S01,in,22953.59701762589
V000272,S01,out,22953.59701762589
V000221,S18,out,22960.715957840854
V000222,S18,in,22960.715957840854
V000214,S20,out,22960.941603291794
V000215,S20,in,22960.941603291794
V000219,S19,in,22965.60939972493
V000218,S19,out,22965.60939972493
V000235,S13,out,22970.093088679838
V000236,S13,in,22970.093088679838
V000225,S16,out,22970.212157997576
V000226,S16,in,22970.212157997576
V000248,S09,out,22973.28341792754
V000249,S09,in,22973.28341792754
V000241,S11,out,22973.949857930325
V000242,S11,in,22973.949857930325
V000238,S12,out,22974.226974598347
V000239,S12,in,22974.226974598347
V000225,S17,in,22977.8628592071
V000254,S07,in,22989.823369680234
V000253,S07,out,22989.823369680234
V000256,S06,out,22990.31386333422
V000257,S06,in,22990.31386333422
V000252,S08,in,22990.663842003305
V000251,S08,out,22990.663842003305
V000260,S05,out,22994.987751330107
V000261,S05,in,22994.987751330107
V000268,S03,out,22999.11313225531
V000269,S03,in,22999.11313225531
V000271,S02,out,23000.134132987176
V000272,S02,in,23000.134132987176
V000265,S04,in,23000.875207670804
V000264,S04,out,23000.875207670804
V000274,S01,in,23012.59701762589
V000273,S01,out,23012.59701762589
V000226,S16,out,23028.212157997576
V000227,S16,in,23028.212157997576
V000225,S17,out,23030.8628592071
V000226,S17,in,23036.8628592071
V000236,S13,out,23042.093088679838
V000237,S13,in,23042.093088679838
V000252,S08,out,23044.663842003305
V000253,S08,in,23044.663842003305
V000249,S09,out,23045.28341792754
V000250,S09,in,23045.28341792754
V000242,S11,out,23045.949857930325
V000243,S11,in,23045.949857930325
V000240,S12,in,23046.226974598347
V000239,S12,out,23046.226974598347
V000254,S07,out,23047.823369680234
V000255,S07,in,23047.823369680234
V000257,S06,out,23048.31386333422
V000258,S06,in,23048.31386333422
V000222,S18,out,23050.715957840854
V000223,S18,in,23050.715957840854
V000216,S20,in,23050.941603291794
V000215,S20,out,23050.941603291794
V000262,S05,in,23054.987751330107
V000261,S05,out,23054.987751330107
V000269,S03,out,23055.11313225531
V000270,S03,in,23055.11313225531
V000219,S19,out,23055.60939972493
V000220,S19,in,23055.60939972493
V000265,S04,out,23056.875207670804
V000266,S04,in,23056.875207670804
V000273,S02,in,23057.134132987176
V000272,S02,out,23057.134132987176
V000275,S01,in,23064.59701762589
V000274,S01,out,23064.59701762589
V000227,S16,out,23088.212157997576
V000228,S16,in,23088.212157997576
V000238,S13,in,23103.093088679838
V000237,S13,out,23103.093088679838
V000253,S08,out,23105.663842003305
V000254,S08,in,23105.663842003305
V000250,S09,out,23106.28341792754
V000251,S09,in,23106.28341792754
V000243,S11,out,23106.949857930325
V000244,S11,in,23106.949857930325
V000241,S12,in,23107.226974598347
V000240,S12,out,23107.226974598347
V000263,S05,in,23108.987751330107
V000262,S05,out,23108.987751330107
V000255,S07,out,23109.823369680234
V000256,S07,in,23109.823369680234
V000259,S06,in,23110.31386333422
V000258,S06,out,23110.31386333422
V000270,S03,out,23114.11313225531
V000271,S03,in,23114.11313225531
V000274,S02,in,23115.134132987176
V000273,S02,out,23115.134132987176
V000267,S04,in,23115.875207670804
V000266,S04,out,23115.875207670804
V000276,S01,in,23116.59701762589
V000275,S01,out,23116.59701762589
V000224,S18,in,23125.715957840854
V000223,S18,out,23125.715957840854
V000217,S20,in,23125.941603291794
V000216,S20,out,23125.941603291794
V000221,S19,in,23130.60939972493
V000220,S19,out,23130.60939972493
V000229,S16,in,23136.212157997576
V000228,S16,out,23136.212157997576
V000238,S13,out,23167.093088679838
V000239,S13,in,23167.093088679838
V000254,S08,out,23169.663842003305
V000255,S08,in,23169.663842003305
V000251,S09,out,23170.28341792754
V000252,S09,in,23170.28341792754
V000244,S11,out,23170.949857930325
V000245,S11,in,23170.949857930325
V000242,S12,in,23171.226974598347
V000241,S12,out,23171.226974598347
V000264,S05,in,23190.987751330107
V000263,S05,out,23190.987751330107
V000272,S03,in,23191.11313225531
V000271,S03,out,23191.11313225531
V000256,S07,out,23191.823369680234
V000257,S07,in,23191.823369680234
V000274,S02,out,23192.134132987176
V000275,S02,in,23192.134132987176
V000259,S06,out,23192.31386333422
V000260,S06,in,23192.31386333422
V000268,S04,in,23192.875207670804
V000267,S04,out,23192.875207670804
V000277,S01,in,23193.59701762589
V000276,S01,out,23193.59701762589
V000225,S18,in,23217.715957840854
V000224,S18,out,23217.715957840854
V000217,S20,out,23217.941603291794
V000218,S20,in,23217.941603291794
V000222,S19,in,23222.60939972493
V000221,S19,out,23222.60939972493
V000229,S16,out,23224.212157997576
V000230,S16,in,23224.212157997576
V000240,S13,in,23225.093088679838
V000239,S13,out,23225.093088679838
V000226,S17,out,23229.8628592071
V000227,S17,in,23229.8628592071
V000255,S08,out,23233.663842003305
V000256,S08,in,23233.663842003305
V000252,S09,out,23234.28341792754
V000253,S09,in,23234.28341792754
V000245,S11,out,23234.949857930325
V000246,S11,in,23234.949857930325
V000242,S12,out,23235.226974598347
V000243,S12,in,23235.226974598347
V000264,S05,out,23261.987751330107
V000265,S05,in,23261.987751330107
V000273,S03,in,23262.11313225531
V000272,S03,out,23262.11313225531
V000258,S07,in,23262.823369680234
V000257,S07,out,23262.823369680234
V000276,S02,in,23263.134132987176
V000275,S02,out,23263.134132987176
V000260,S06,out,23263.31386333422
V000261,S06,in,23263.31386333422
V000269,S04,in,23263.875207670804
V000268,S04,out,23263.875207670804
V000278,S01,in,23264.59701762589
V000277,S01,out,23264.59701762589
V000228,S17,in,23266.8628592071
V000227,S17,out,23266.8628592071
V000230,S16,out,23276.212157997576
V000231,S16,in,23276.212157997576
V000240,S13,out,23287.093088679838
V000241,S13,in,23287.093088679838
V000247,S11,in,23293.949857930325
V000246,S11,out,23293.949857930325
V000244,S12,in,23294.226974598347
V000243,S12,out,23294.226974598347
V000253,S09,out,23296.28341792754
V000254,S09,in,23296.28341792754
V000256,S08,out,23298.663842003305
V000257,S08,in,23298.663842003305
V000259,S07,in,23319.823369680234
V000258,S07,out,23319.823369680234
V000262,S06,in,23320.31386333422
V000261,S06,out,23320.31386333422
V000265,S05,out,23323.987751330107
V000266,S05,in,23323.987751330107
V000226,S18,in,23325.715957840854
V000225,S18,out,23325.715957840854
V000218,S20,out,23325.941603291794
V000219,S20,in,23325.941603291794
V000229,S17,in,23328.8628592071
V000228,S17,out,23328.8628592071
V000222,S19,out,23330.60939972493
V000223,S19,in,23330.60939972493
V000269,S04,out,23331.875207670804
V000270,S04,in,23331.875207670804
V000232,S16,in,23338.212157997576
V000231,S16,out,23338.212157997576
V000274,S03,in,23342.11313225531
V000273,S03,out,23342.11313225531
V000276,S02,out,23343.134132987176
V000277,S02,in,23343.134132987176
V000279,S01,in,23344.59701762589
V000278,S01,out,23344.59701762589
V000241,S13,out,23358.093088679838
V000242,S13,in,23358.093088679838
V000257,S08,out,23361.663842003305
V000258,S08,in,23361.663842003305
V000248,S11,in,23361.949857930325
V000247,S11,out,23361.949857930325
V000245,S12,in,23362.226974598347
V000244,S12,out,23362.226974598347
V000254,S09,out,23362.28341792754
V000255,S09,in,23362.28341792754
V000260,S07,in,23372.823369680234
V000259,S07,out,23372.823369680234
V000229,S17,out,23379.8628592071
V000230,S17,in,23379.8628592071
V000263,S06,in,23381.31386333422
V000262,S06,out,23381.31386333422
V000267,S05,in,23387.987751330107
V000266,S05,out,23387.987751330107
V000233,S16,in,23388.212157997576
V000232,S16,out,23388.212157997576
V000270,S04,out,23394.875207670804
V000271,S04,in,23394.875207670804
V000274,S03,out,23396.11313225531
V000275,S03,in,23396.11313225531
V000278,S02,in,23397.134132987176
V000277,S02,out,23397.134132987176
V000280,S01,in,23398.59701762589
V000279,S01,out,23398.59701762589
V000226,S18,out,24013.715957840854
V000227,S18,in,24013.715957840854
V000219,S20,out,24013.941603291794
V000220,S20,in,24013.941603291794
V000223,S19,out,24018.60939972493
V000224,S19,in,24018.60939972493
V000243,S13,in,24020.093088679838
V000242,S13,out,24020.093088679838
V000230,S17,out,24026.8628592071
V000231,S17,in,24026.8628592071
V000245,S12,out,24027.226974598347
V000246,S12,in,24027.226974598347
V000233,S16,out,24050.212157997576
V000234,S16,in,24050.212157997576
V000243,S13,out,24083.093088679838
V000244,S13,in,24083.093088679838
V000246,S12,out,24101.226974598347
V000247,S12,in,24101.226974598347
V000234,S16,out,24112.212157997576
V000235,S16,in,24112.212157997576
V000227,S18,out,24112.715957840854
V000228,S18,in,24112.715957840854
